date,flow_rate,vibration,gen_temp,voltage,current,power_kw,rpm,anomaly_label
2026-05-01 08:00:04.500,0.5423,2.8863,56.16,215.95,178.47,38.541,749.5,normal
2026-05-01 08:00:04.600,0.5579,3.0482,57.71,222.7,182.18,40.571,747.1,normal
2026-05-01 08:00:04.700,0.5442,2.6699,54.75,220.31,178.84,39.4,746.1,normal
2026-05-01 08:00:04.800,0.5537,2.6215,60.58,220.08,179.7,39.547,746.7,normal
2026-05-01 08:00:04.900,0.5374,2.7826,57.81,220.12,181.4,39.93,751.4,normal
2026-05-01 08:00:05.000,0.5429,3.0585,59.0,217.72,178.6,38.886,749.8,normal
2026-05-01 08:00:05.100,0.57,2.6084,58.85,216.19,188.2,40.689,750.6,normal
2026-05-01 08:00:05.200,0.5547,2.8003,58.59,215.92,178.05,38.445,753.7,normal
2026-05-01 08:00:05.300,0.569,3.1253,60.7,215.89,188.54,40.704,742.8,normal
2026-05-01 08:00:05.400,0.5525,3.2034,56.29,224.02,182.76,40.943,740.0,normal
2026-05-01 08:00:05.500,0.5427,2.8734,58.17,219.07,181.73,39.812,740.6,normal
2026-05-01 08:00:05.600,0.5682,2.8794,56.76,220.42,186.55,41.119,748.8,normal
2026-05-01 08:00:05.700,0.551,2.962,56.58,223.52,182.7,40.837,748.3,normal
2026-05-01 08:00:05.800,0.5422,2.6408,59.85,219.71,178.81,39.287,746.7,normal
2026-05-01 08:00:05.900,0.5488,2.9541,59.15,219.63,182.11,39.998,752.2,normal
2026-05-01 08:00:06.000,0.5414,2.7708,56.59,218.52,174.24,38.074,751.8,normal
2026-05-01 08:00:06.100,0.5657,2.7883,61.42,220.05,180.5,39.718,749.9,normal
2026-05-01 08:00:06.200,0.5351,2.7812,57.62,220.57,173.75,38.325,742.5,normal
2026-05-01 08:00:06.300,0.5679,2.6103,57.76,218.34,184.73,40.334,757.0,normal
2026-05-01 08:00:06.400,0.5548,2.6288,59.09,221.5,185.78,41.15,747.1,normal
2026-05-01 08:00:06.500,0.5421,3.0832,57.41,222.39,179.88,40.003,747.6,normal
2026-05-01 08:00:06.600,0.5556,2.5021,57.05,218.15,179.9,39.245,751.2,normal
2026-05-01 08:00:06.700,0.5536,2.2697,58.26,218.83,184.29,40.329,752.7,normal
2026-05-01 08:00:06.800,0.5433,2.6484,59.04,216.97,176.81,38.363,744.6,normal
2026-05-01 08:00:06.900,0.5521,2.8175,58.06,222.27,181.38,40.315,747.8,normal
2026-05-01 08:00:07.000,0.5572,2.4973,58.79,222.9,180.12,40.15,750.4,normal
2026-05-01 08:00:07.100,0.5491,2.7853,58.02,216.57,182.19,39.457,752.1,normal
2026-05-01 08:00:07.200,0.5725,3.0826,57.52,219.93,187.4,41.213,762.8,normal
2026-05-01 08:00:07.300,0.5549,2.3672,55.79,214.84,175.53,37.71,743.0,normal
2026-05-01 08:00:07.400,0.5413,3.0673,57.66,217.67,178.99,38.962,741.9,normal
2026-05-01 08:00:07.500,0.5401,3.1294,56.85,220.25,176.83,38.945,754.3,normal
2026-05-01 08:00:07.600,0.5379,2.8301,57.16,218.85,178.23,39.006,748.7,normal
2026-05-01 08:00:07.700,0.5587,2.7702,57.21,219.73,183.39,40.296,758.2,normal
2026-05-01 08:00:07.800,0.5465,2.7754,56.43,221.37,177.09,39.203,750.1,normal
2026-05-01 08:00:07.900,0.5604,2.3246,56.0,218.45,186.59,40.76,744.2,normal
2026-05-01 08:00:08.000,0.5508,2.7801,56.5,222.69,184.74,41.14,739.3,normal
2026-05-01 08:00:08.100,0.5581,2.4378,56.05,219.22,183.04,40.126,753.9,normal
2026-05-01 08:00:08.200,0.551,2.7442,56.83,222.58,178.83,39.805,750.9,normal
2026-05-01 08:00:08.300,0.5511,2.6721,57.75,219.68,177.31,38.951,753.2,normal
2026-05-01 08:00:08.400,0.5524,3.1535,59.1,221.68,183.58,40.696,751.0,normal
2026-05-01 08:00:08.500,0.5587,2.8531,58.1,218.05,182.9,39.882,741.1,normal
2026-05-01 08:00:08.600,0.5541,2.7985,59.85,220.3,184.14,40.567,749.7,normal
2026-05-01 08:00:08.700,0.5359,2.5441,56.55,217.27,177.29,38.519,745.4,normal
2026-05-01 08:00:08.800,0.5507,2.9426,59.57,222.12,178.31,39.606,747.8,normal
2026-05-01 08:00:08.900,0.5338,2.6668,59.01,222.38,174.68,38.845,743.6,normal
2026-05-01 08:00:09.000,0.5266,3.0727,58.27,220.29,170.62,37.585,751.7,normal
2026-05-01 08:00:09.100,0.5474,3.0427,57.87,219.22,177.61,38.937,742.0,normal
2026-05-01 08:00:09.200,0.5603,3.145,59.2,217.81,189.61,41.299,760.8,normal
2026-05-01 08:00:09.300,0.541,2.847,56.7,220.84,174.31,38.493,747.2,normal
2026-05-01 08:00:09.400,0.5349,3.0722,61.01,223.13,171.36,38.237,739.2,normal
2026-05-01 08:00:09.500,0.5397,2.7291,57.6,214.84,175.94,37.799,756.2,normal
2026-05-01 08:00:09.600,0.5473,2.5209,55.77,221.28,178.43,39.483,758.2,normal
2026-05-01 08:00:09.700,0.5463,2.8517,58.83,218.99,174.77,38.272,749.8,normal
2026-05-01 08:00:09.800,0.5517,2.7563,58.56,218.98,181.81,39.813,758.0,normal
2026-05-01 08:00:09.900,0.5674,2.5231,57.64,218.47,192.97,42.158,752.9,normal
2026-05-01 08:00:10.000,0.5582,3.1426,55.48,220.24,181.1,39.887,743.8,normal
2026-05-01 08:00:10.100,0.551,2.3571,58.89,220.78,179.42,39.613,745.2,normal
2026-05-01 08:00:10.200,0.5445,2.5533,56.45,219.59,178.12,39.114,743.5,normal
2026-05-01 08:00:10.300,0.5424,2.742,57.99,221.01,178.05,39.352,750.0,normal
2026-05-01 08:00:10.400,0.5462,2.387,58.42,221.28,173.97,38.497,749.1,normal
2026-05-01 08:00:10.500,0.5482,3.1016,57.86,220.9,180.16,39.798,752.1,normal
2026-05-01 08:00:10.600,0.5515,2.8181,56.83,219.66,184.26,40.475,748.3,normal
2026-05-01 08:00:10.700,0.5451,2.7579,59.18,218.29,181.13,39.539,743.4,normal
2026-05-01 08:00:10.800,0.5521,2.5356,58.2,220.6,183.87,40.56,747.3,normal
2026-05-01 08:00:10.900,0.5409,2.9107,59.89,221.26,178.64,39.526,748.3,normal
2026-05-01 08:00:11.000,0.5467,2.6036,58.75,219.96,179.31,39.44,741.6,normal
2026-05-01 08:00:11.100,0.5431,2.8453,56.37,219.69,172.17,37.824,751.3,normal
2026-05-01 08:00:11.200,0.5495,3.013,56.51,218.11,179.38,39.124,736.8,normal
2026-05-01 08:00:11.300,0.5567,2.8451,57.53,219.01,182.73,40.019,752.0,normal
2026-05-01 08:00:11.400,0.5502,3.0735,56.97,219.08,180.61,39.568,756.8,normal
2026-05-01 08:00:11.500,0.5395,2.7199,56.69,215.81,177.55,38.317,740.3,normal
2026-05-01 08:00:11.600,0.5303,2.4916,56.32,221.14,169.6,37.506,736.7,normal
2026-05-01 08:00:11.700,0.5466,2.8446,58.65,221.48,178.86,39.615,741.9,normal
2026-05-01 08:00:11.800,0.555,2.7691,57.13,217.13,184.95,40.157,747.8,normal
2026-05-01 08:00:11.900,0.5502,2.6977,59.55,220.53,179.06,39.487,752.4,normal
2026-05-01 08:00:12.000,0.5639,3.3368,59.01,217.76,195.8,42.637,745.5,normal
2026-05-01 08:00:12.100,0.543,2.707,60.44,220.84,173.43,38.301,749.1,normal
2026-05-01 08:00:12.200,0.5468,2.9367,56.17,218.55,177.65,38.826,748.5,normal
2026-05-01 08:00:12.300,0.5574,2.67,56.58,216.54,180.19,39.019,757.1,normal
2026-05-01 08:00:12.400,0.5734,2.6567,58.74,217.67,185.16,40.305,754.4,normal
2026-05-01 08:00:12.500,0.5738,2.5056,56.51,221.36,192.16,42.536,752.7,normal
2026-05-01 08:00:12.600,0.5473,2.551,58.54,221.75,179.28,39.756,741.5,normal
2026-05-01 08:00:12.700,0.5433,2.8106,54.73,218.6,173.5,37.929,750.7,normal
2026-05-01 08:00:12.800,0.5686,3.286,57.14,219.07,188.16,41.218,757.7,normal
2026-05-01 08:00:12.900,0.5486,2.6953,61.31,219.79,178.08,39.14,749.3,normal
2026-05-01 08:00:13.000,0.5398,2.9449,57.63,217.67,175.83,38.272,756.5,normal
2026-05-01 08:00:13.100,0.5491,2.9854,56.6,219.38,182.86,40.114,746.0,normal
2026-05-01 08:00:13.200,0.5363,3.1626,57.56,223.49,169.49,37.878,752.5,normal
2026-05-01 08:00:13.300,0.5491,2.3372,57.74,221.65,170.25,37.735,739.3,normal
2026-05-01 08:00:13.400,0.5504,2.6585,56.66,219.56,176.57,38.767,747.1,normal
2026-05-01 08:00:13.500,0.5525,2.5883,58.87,222.87,178.84,39.856,747.9,normal
2026-05-01 08:00:13.600,0.5471,2.8119,57.92,216.88,180.16,39.072,743.9,normal
2026-05-01 08:00:13.700,0.5341,2.5608,59.74,219.72,178.26,39.167,747.5,normal
2026-05-01 08:00:13.800,0.5392,2.3742,59.14,218.47,173.19,37.836,746.2,normal
2026-05-01 08:00:13.900,0.5399,2.7558,57.51,219.04,168.93,37.002,749.7,normal
2026-05-01 08:00:14.000,0.5631,2.5972,56.27,216.84,187.84,40.731,743.4,normal
2026-05-01 08:00:14.100,0.556,2.641,57.51,216.69,182.53,39.551,749.1,normal
2026-05-01 08:00:14.200,0.5559,3.121,62.55,216.71,181.87,39.412,744.7,normal
2026-05-01 08:00:14.300,0.5582,3.0887,59.13,218.45,180.46,39.421,740.3,normal
2026-05-01 08:00:14.400,0.5551,3.2274,57.61,221.87,183.92,40.806,754.8,normal
2026-05-01 08:00:14.500,0.5429,2.3941,58.29,220.71,180.54,39.848,742.7,normal
2026-05-01 08:00:14.600,0.5721,2.8318,59.04,221.74,187.17,41.503,756.8,normal
2026-05-01 08:00:14.700,0.5511,3.251,59.84,218.25,182.13,39.749,753.7,normal
2026-05-01 08:00:14.800,0.561,2.612,56.99,218.39,183.6,40.096,760.6,normal
2026-05-01 08:00:14.900,0.5594,2.8773,56.9,220.15,179.54,39.527,747.8,normal
2026-05-01 08:00:15.000,0.5496,3.0089,60.18,219.6,179.29,39.371,755.3,normal
2026-05-01 08:00:15.100,0.5348,2.6378,59.95,220.83,168.54,37.218,746.5,normal
2026-05-01 08:00:15.200,0.5675,2.6991,56.91,218.84,182.99,40.044,746.9,normal
2026-05-01 08:00:15.300,0.5357,2.6249,56.45,216.79,170.82,37.031,738.6,normal
2026-05-01 08:00:15.400,0.5432,2.6697,56.16,220.96,177.63,39.248,745.6,normal
2026-05-01 08:00:15.500,0.566,2.684,58.36,220.95,177.46,39.21,748.6,normal
2026-05-01 08:00:15.600,0.5458,2.2572,58.56,218.65,180.17,39.394,743.1,normal
2026-05-01 08:00:15.700,0.5345,2.944,57.61,220.84,176.53,38.985,745.6,normal
2026-05-01 08:00:15.800,0.5459,3.2849,57.32,214.48,183.96,39.456,746.4,normal
2026-05-01 08:00:15.900,0.5632,2.506,59.85,220.22,180.03,39.645,753.5,normal
2026-05-01 08:00:16.000,0.5383,2.6447,59.57,215.73,177.88,38.374,749.2,normal
2026-05-01 08:00:16.100,0.5533,3.3128,54.91,218.33,181.27,39.575,751.4,normal
2026-05-01 08:00:16.200,0.5304,3.0452,57.51,221.94,178.23,39.555,754.8,normal
2026-05-01 08:00:16.300,0.561,2.7024,60.57,222.4,185.77,41.315,755.1,normal
2026-05-01 08:00:16.400,0.5356,2.6025,59.47,219.31,175.19,38.42,743.5,normal
2026-05-01 08:00:16.500,0.5524,2.7018,56.47,220.14,181.51,39.957,749.0,normal
2026-05-01 08:00:16.600,0.5579,2.6141,60.81,218.8,186.29,40.759,754.9,normal
2026-05-01 08:00:16.700,0.5424,2.1367,57.05,221.56,178.08,39.457,750.0,normal
2026-05-01 08:00:16.800,0.541,2.9591,56.88,217.55,176.56,38.41,746.8,normal
2026-05-01 08:00:16.900,0.5428,2.8428,59.36,221.83,182.27,40.433,751.3,normal
2026-05-01 08:00:17.000,0.5567,2.8464,58.91,218.7,186.08,40.694,758.8,normal
2026-05-01 08:00:17.100,0.5504,3.2942,58.49,220.83,180.12,39.775,752.2,normal
2026-05-01 08:00:17.200,0.5481,2.7697,60.64,220.33,179.58,39.566,753.1,normal
2026-05-01 08:00:17.300,0.5529,2.8376,57.9,217.56,180.87,39.35,743.8,normal
2026-05-01 08:00:17.400,0.5382,2.8525,59.38,221.5,176.98,39.201,746.4,normal
2026-05-01 08:00:17.500,0.5304,2.9041,56.35,219.7,174.61,38.363,745.1,normal
2026-05-01 08:00:17.600,0.5514,2.5488,57.32,217.86,181.43,39.528,748.2,normal
2026-05-01 08:00:17.700,0.5567,3.0991,59.1,220.64,179.65,39.639,745.5,normal
2026-05-01 08:00:17.800,0.5788,2.4322,56.38,219.58,188.35,41.358,752.8,normal
2026-05-01 08:00:17.900,0.5313,2.654,56.5,217.22,173.51,37.69,742.2,normal
2026-05-01 08:00:18.000,0.5522,2.6282,57.13,221.86,179.56,39.837,750.5,normal
2026-05-01 08:00:18.100,0.5566,2.4687,57.39,220.82,183.15,40.442,749.3,normal
2026-05-01 08:00:18.200,0.5462,2.8544,60.02,221.87,180.2,39.98,742.4,normal
2026-05-01 08:00:18.300,0.5434,2.5252,57.63,220.9,175.15,38.689,753.7,normal
2026-05-01 08:00:18.400,0.5299,2.8009,57.29,214.83,171.17,36.772,742.6,normal
2026-05-01 08:00:18.500,0.5468,2.6474,57.41,218.81,183.45,40.142,754.5,normal
2026-05-01 08:00:18.600,0.5626,2.5145,55.57,218.37,188.69,41.204,740.1,normal
2026-05-01 08:00:18.700,0.5375,2.9437,57.78,219.64,181.0,39.754,742.7,normal
2026-05-01 08:00:18.800,0.5563,2.7827,57.62,218.36,181.88,39.715,750.6,normal
2026-05-01 08:00:18.900,0.5406,3.021,57.33,220.65,176.42,38.927,746.4,normal
2026-05-01 08:00:19.000,0.5431,2.7957,56.8,220.88,174.45,38.532,753.6,normal
2026-05-01 08:00:19.100,0.5373,2.8543,58.42,220.33,178.12,39.246,752.5,normal
2026-05-01 08:00:19.200,0.543,2.7084,57.09,218.04,175.45,38.255,749.2,normal
2026-05-01 08:00:19.300,0.5451,2.8038,56.89,220.7,176.9,39.04,742.9,normal
2026-05-01 08:00:19.400,0.5474,2.7621,56.39,221.65,181.68,40.271,748.7,normal
2026-05-01 08:00:19.500,0.5553,2.8328,57.95,221.78,186.7,41.407,750.4,normal
2026-05-01 08:00:19.600,0.5588,2.9101,57.49,217.74,185.59,40.41,742.7,normal
2026-05-01 08:00:19.700,0.5587,3.2472,58.28,220.1,188.11,41.404,745.8,normal
2026-05-01 08:00:19.800,0.544,2.51,57.61,217.99,178.51,38.914,748.6,normal
2026-05-01 08:00:19.900,0.5661,2.5965,55.91,217.45,186.38,40.529,750.9,normal
2026-05-01 08:00:20.000,0.5438,2.9044,56.45,218.71,175.93,38.478,750.5,normal
2026-05-01 08:00:20.100,0.5576,2.68,58.88,222.08,185.2,41.13,754.3,normal
2026-05-01 08:00:20.200,0.5449,2.9925,57.61,216.34,179.19,38.767,744.7,normal
2026-05-01 08:00:20.300,0.5553,2.9004,55.97,217.97,180.69,39.385,747.4,normal
2026-05-01 08:00:20.400,0.5385,2.8418,58.07,216.62,169.76,36.775,750.5,normal
2026-05-01 08:00:20.500,0.5444,2.4737,55.87,217.18,176.98,38.437,745.9,normal
2026-05-01 08:00:20.600,0.5545,3.0456,57.61,221.52,184.83,40.943,751.9,normal
2026-05-01 08:00:20.700,0.5602,2.6984,60.65,221.32,188.66,41.753,755.5,normal
2026-05-01 08:00:20.800,0.5391,3.0122,56.33,219.9,171.43,37.698,744.1,normal
2026-05-01 08:00:20.900,0.5434,3.0168,58.8,217.3,176.35,38.321,752.9,normal
2026-05-01 08:00:21.000,0.5529,2.8521,60.56,222.59,178.33,39.695,756.1,normal
2026-05-01 08:00:21.100,0.5499,2.6462,58.02,222.15,176.56,39.223,751.2,normal
2026-05-01 08:00:21.200,0.5581,2.931,57.68,222.01,180.53,40.079,756.2,normal
2026-05-01 08:00:21.300,0.536,2.8881,58.61,220.36,174.36,38.422,742.8,normal
2026-05-01 08:00:21.400,0.5356,2.74,60.54,217.74,173.31,37.736,752.1,normal
2026-05-01 08:00:21.500,0.5572,2.9463,60.28,219.38,179.23,39.318,754.5,normal
2026-05-01 08:00:21.600,0.5468,2.9991,56.1,222.48,180.67,40.195,741.5,normal
2026-05-01 08:00:21.700,0.5356,2.995,57.28,217.75,173.38,37.754,742.2,normal
2026-05-01 08:00:21.800,0.5573,2.6467,58.44,221.26,185.66,41.078,748.4,normal
2026-05-01 08:00:21.900,0.5554,2.82,60.56,221.8,185.92,41.236,755.1,normal
2026-05-01 08:00:22.000,0.5322,3.0643,59.32,220.43,174.33,38.427,743.2,normal
2026-05-01 08:00:22.100,0.5542,2.6937,59.26,217.0,182.03,39.501,747.0,normal
2026-05-01 08:00:22.200,0.554,2.5623,57.51,218.68,178.99,39.141,751.1,normal
2026-05-01 08:00:22.300,0.5391,2.7975,56.74,219.63,177.65,39.019,741.8,normal
2026-05-01 08:00:22.400,0.5418,2.922,62.09,218.12,174.94,38.158,748.5,normal
2026-05-01 08:00:22.500,0.5583,2.5744,60.7,219.22,183.24,40.17,747.9,normal
2026-05-01 08:00:22.600,0.5644,2.8,59.34,218.19,189.33,41.311,757.4,normal
2026-05-01 08:00:22.700,0.5434,2.9216,58.1,218.41,179.26,39.151,746.2,normal
2026-05-01 08:00:22.800,0.5593,2.2413,58.29,222.16,182.63,40.573,751.6,normal
2026-05-01 08:00:22.900,0.5539,3.0788,58.43,226.43,180.77,40.932,750.5,normal
2026-05-01 08:00:23.000,0.542,3.2335,56.44,217.14,178.98,38.862,750.7,normal
2026-05-01 08:00:23.100,0.5365,2.9854,59.51,222.39,175.29,38.983,746.7,normal
2026-05-01 08:00:23.200,0.5537,2.9689,58.96,217.83,180.69,39.359,743.6,normal
2026-05-01 08:00:23.300,0.5553,2.9578,57.85,220.59,177.08,39.062,754.3,normal
2026-05-01 08:00:23.400,0.5513,2.6832,59.67,218.49,184.03,40.207,749.9,normal
2026-05-01 08:00:23.500,0.5556,2.807,56.13,221.19,182.02,40.26,755.2,normal
2026-05-01 08:00:23.600,0.5464,2.7458,58.55,219.88,175.3,38.545,747.4,normal
2026-05-01 08:00:23.700,0.5491,3.1169,56.69,221.43,174.15,38.562,738.2,normal
2026-05-01 08:00:23.800,0.5518,2.799,58.33,218.21,180.15,39.312,742.3,normal
2026-05-01 08:00:23.900,0.5339,2.8549,57.78,220.52,169.46,37.369,743.5,normal
2026-05-01 08:00:24.000,0.5655,2.997,55.74,220.68,181.37,40.025,745.1,normal
2026-05-01 08:00:24.100,0.5567,3.199,56.79,220.44,184.12,40.588,751.1,normal
2026-05-01 08:00:24.200,0.5561,3.3618,53.51,219.42,179.78,39.448,749.1,normal
2026-05-01 08:00:24.300,0.5435,2.8034,56.37,222.73,179.67,40.018,744.5,normal
2026-05-01 08:00:24.400,0.5568,2.9699,59.9,217.89,184.56,40.214,747.2,normal
2026-05-01 08:00:24.500,0.5481,3.0888,54.59,220.07,174.03,38.299,747.6,normal
2026-05-01 08:00:24.600,0.546,2.7855,55.77,217.77,176.16,38.363,747.0,normal
2026-05-01 08:00:24.700,0.5571,3.1221,57.29,222.55,178.23,39.664,753.7,normal
2026-05-01 08:00:24.800,0.5524,2.7562,58.96,218.64,183.19,40.053,749.4,normal
2026-05-01 08:00:24.900,0.547,3.4029,59.9,221.29,175.49,38.836,755.3,normal
2026-05-01 08:00:25.000,0.5277,2.5349,59.28,222.14,172.86,38.399,743.7,normal
2026-05-01 08:00:25.100,0.5572,3.1959,57.02,221.46,178.61,39.556,747.5,normal
2026-05-01 08:00:25.200,0.528,2.5372,56.23,222.44,169.52,37.708,742.3,normal
2026-05-01 08:00:25.300,0.5587,2.5098,58.0,220.98,182.53,40.335,744.7,normal
2026-05-01 08:00:25.400,0.5584,2.5565,57.91,221.55,173.26,38.387,756.1,normal
2026-05-01 08:00:25.500,0.5718,2.6765,57.23,220.06,189.1,41.614,748.5,normal
2026-05-01 08:00:25.600,0.5436,3.0182,59.93,221.59,179.39,39.75,744.2,normal
2026-05-01 08:00:25.700,0.553,2.7474,54.95,218.9,183.81,40.235,743.2,normal
2026-05-01 08:00:25.800,0.5438,3.1197,58.48,217.7,179.41,39.058,750.2,normal
2026-05-01 08:00:25.900,0.5636,3.0841,59.88,220.42,180.77,39.844,758.1,normal
2026-05-01 08:00:26.000,0.5457,2.474,59.11,220.89,183.36,40.501,748.2,normal
2026-05-01 08:00:26.100,0.5473,2.3775,58.26,219.3,183.35,40.208,747.3,normal
2026-05-01 08:00:26.200,0.5547,2.441,56.28,223.4,182.35,40.737,742.8,normal
2026-05-01 08:00:26.300,0.5737,3.0698,54.99,221.81,189.22,41.97,754.1,normal
2026-05-01 08:00:26.400,0.555,2.8858,56.96,222.82,177.57,39.567,759.7,normal
2026-05-01 08:00:26.500,0.5382,3.1819,57.99,222.84,174.66,38.921,746.1,normal
2026-05-01 08:00:26.600,0.5617,2.6994,57.09,219.98,185.45,40.796,750.1,normal
2026-05-01 08:00:26.700,0.5366,2.5834,55.72,217.64,170.46,37.099,743.0,normal
2026-05-01 08:00:26.800,0.5506,2.8751,56.76,217.96,177.21,38.625,742.2,normal
2026-05-01 08:00:26.900,0.5572,2.491,55.89,220.03,180.5,39.715,762.4,normal
2026-05-01 08:00:27.000,0.552,2.3508,57.5,218.46,181.59,39.67,750.1,normal
2026-05-01 08:00:27.100,0.5543,2.5328,58.58,222.62,179.58,39.977,757.1,normal
2026-05-01 08:00:27.200,0.5303,2.7508,58.78,219.84,170.9,37.57,750.1,normal
2026-05-01 08:00:27.300,0.5602,2.6821,57.88,221.5,185.38,41.062,753.2,normal
2026-05-01 08:00:27.400,0.5592,2.542,58.03,224.0,184.46,41.32,754.4,normal
2026-05-01 08:00:27.500,0.546,2.6088,58.15,217.66,175.17,38.128,747.7,normal
2026-05-01 08:00:27.600,0.5521,2.7805,59.68,219.2,182.72,40.051,748.6,normal
2026-05-01 08:00:27.700,0.5526,2.7515,54.9,220.13,178.94,39.39,744.8,normal
2026-05-01 08:00:27.800,0.5456,2.3283,55.18,221.74,177.85,39.436,739.8,normal
2026-05-01 08:00:27.900,0.5576,2.6316,57.11,219.44,181.38,39.801,749.7,normal
2026-05-01 08:00:28.000,0.5496,2.3751,57.16,225.91,179.23,40.488,746.6,normal
2026-05-01 08:00:28.100,0.5485,3.0471,58.38,218.25,184.17,40.195,745.6,normal
2026-05-01 08:00:28.200,0.5614,2.8938,57.54,220.0,185.48,40.805,754.5,normal
2026-05-01 08:00:28.300,0.5519,2.5275,56.58,218.51,178.66,39.039,755.4,normal
2026-05-01 08:00:28.400,0.5761,3.1991,57.92,218.32,185.63,40.527,761.7,normal
2026-05-01 08:00:28.500,0.5469,2.4154,57.15,223.5,175.94,39.322,753.9,normal
2026-05-01 08:00:28.600,0.5484,3.1283,58.7,216.92,179.2,38.873,747.6,normal
2026-05-01 08:00:28.700,0.5542,2.1551,58.53,216.61,177.14,38.37,746.0,normal
2026-05-01 08:00:28.800,0.547,2.6677,56.56,217.98,179.93,39.222,746.1,normal
2026-05-01 08:00:28.900,0.5477,2.7733,58.69,219.69,181.85,39.95,749.1,normal
2026-05-01 08:00:29.000,0.5625,3.0223,55.81,221.84,189.44,42.027,746.4,normal
