date,flow_rate,vibration,gen_temp,voltage,current,power_kw,head_pressure,rpm,anomaly_label
2026-05-01T08:00:02.600,0.705,2.79,59.9,223.1,231.8,51.71,1.531,769.3,normal
2026-05-01T08:00:02.700,0.71,2.62,61.4,222.4,238.1,52.95,1.509,770.6,normal
2026-05-01T08:00:02.800,0.697,2.77,63.0,222.2,233.7,51.92,1.529,768.3,normal
2026-05-01T08:00:02.900,0.695,2.63,60.7,221.8,228.0,50.56,1.495,771.4,normal
2026-05-01T08:00:03.000,0.698,3.24,59.5,222.7,236.5,52.65,1.522,764.8,normal
2026-05-01T08:00:03.100,0.695,2.92,61.5,224.1,226.7,50.8,1.505,766.5,normal
2026-05-01T08:00:03.200,0.712,2.92,58.6,222.4,236.6,52.63,1.59,770.6,normal
2026-05-01T08:00:03.300,0.703,2.49,59.8,222.4,231.4,51.45,1.553,767.4,normal
2026-05-01T08:00:03.400,0.688,2.61,59.1,223.0,219.5,48.97,1.526,767.5,normal
2026-05-01T08:00:03.500,0.715,2.82,62.2,221.9,232.2,51.52,1.536,772.9,normal
2026-05-01T08:00:03.600,0.71,2.92,64.9,222.4,233.9,52.01,1.552,768.8,normal
2026-05-01T08:00:03.700,0.723,3.18,59.5,222.0,237.7,52.78,1.57,768.1,normal
2026-05-01T08:00:03.800,0.677,2.32,60.2,221.8,222.6,49.36,1.511,762.8,normal
2026-05-01T08:00:03.900,0.68,2.88,60.8,223.4,224.4,50.15,1.524,768.3,normal
2026-05-01T08:00:04.000,0.699,2.63,60.1,221.4,223.2,49.41,1.542,768.3,normal
2026-05-01T08:00:04.100,0.696,2.62,61.1,224.8,228.0,51.25,1.528,766.4,normal
2026-05-01T08:00:04.200,0.699,2.48,60.6,222.3,233.5,51.91,1.558,770.0,normal
2026-05-01T08:00:04.300,0.693,2.97,59.2,222.6,227.8,50.71,1.52,771.1,normal
2026-05-01T08:00:04.400,0.706,2.32,61.5,221.7,231.0,51.21,1.553,769.5,normal
2026-05-01T08:00:04.500,0.68,2.51,61.3,223.9,227.2,50.86,1.564,761.4,normal
2026-05-01T08:00:04.600,0.708,2.32,62.8,222.7,228.8,50.96,1.585,770.2,normal
2026-05-01T08:00:04.700,0.681,2.87,59.5,222.1,221.7,49.26,1.556,762.9,normal
2026-05-01T08:00:04.800,0.703,3.25,59.8,222.6,230.6,51.34,1.528,769.7,normal
2026-05-01T08:00:04.900,0.701,2.56,62.9,223.5,229.0,51.17,1.528,766.5,normal
2026-05-01T08:00:05.000,0.712,2.76,61.5,222.2,234.7,52.13,1.545,771.0,normal
2026-05-01T08:00:05.100,0.698,3.01,61.5,222.0,226.3,50.26,1.52,766.3,normal
2026-05-01T08:00:05.200,0.69,3.02,60.5,224.5,231.6,51.98,1.535,763.7,normal
2026-05-01T08:00:05.300,0.696,2.78,58.9,221.8,228.6,50.7,1.529,766.0,normal
2026-05-01T08:00:05.400,0.692,3.25,60.4,220.9,225.7,49.85,1.555,765.7,normal
2026-05-01T08:00:05.500,0.705,2.98,61.7,224.4,229.3,51.46,1.566,767.0,normal
2026-05-01T08:00:05.600,0.696,3.1,61.6,222.2,224.8,49.95,1.549,766.3,normal
2026-05-01T08:00:05.700,0.691,2.64,60.9,218.9,227.0,49.69,1.538,765.7,normal
2026-05-01T08:00:05.800,0.71,2.95,60.2,221.4,234.2,51.86,1.516,768.6,normal
2026-05-01T08:00:05.900,0.694,2.82,60.9,222.2,229.9,51.08,1.541,766.6,normal
2026-05-01T08:00:06.000,0.688,2.98,61.1,224.2,223.3,50.07,1.533,766.4,normal
2026-05-01T08:00:06.100,0.699,2.8,58.7,223.5,230.4,51.5,1.562,772.4,normal
2026-05-01T08:00:06.200,0.697,2.79,60.7,225.1,223.7,50.36,1.548,764.7,normal
2026-05-01T08:00:06.300,0.674,2.29,58.6,223.5,218.5,48.82,1.52,762.6,normal
2026-05-01T08:00:06.400,0.706,2.52,62.4,220.9,229.2,50.62,1.546,768.8,normal
2026-05-01T08:00:06.500,0.714,2.83,59.5,221.6,232.3,51.49,1.563,770.5,normal
2026-05-01T08:00:06.600,0.699,3.02,60.1,222.0,229.2,50.88,1.57,767.7,normal
2026-05-01T08:00:06.700,0.697,2.54,61.5,221.3,228.8,50.64,1.5,769.7,normal
2026-05-01T08:00:06.800,0.687,2.61,61.8,220.0,224.5,49.41,1.534,764.4,normal
2026-05-01T08:00:06.900,0.713,3.17,58.6,220.3,235.5,51.88,1.522,768.8,normal
2026-05-01T08:00:07.000,0.701,2.97,60.5,222.4,227.6,50.62,1.567,767.2,normal
2026-05-01T08:00:07.100,0.703,2.67,60.9,222.0,229.8,51.03,1.522,770.0,normal
2026-05-01T08:00:07.200,0.714,2.86,61.9,223.7,236.0,52.81,1.555,770.1,normal
2026-05-01T08:00:07.300,0.709,2.82,59.7,222.4,227.2,50.53,1.545,769.9,normal
2026-05-01T08:00:07.400,0.712,2.84,62.1,222.4,230.6,51.29,1.519,767.5,normal
2026-05-01T08:00:07.500,0.686,2.96,60.2,222.9,224.8,50.11,1.553,768.5,normal
2026-05-01T08:00:07.600,0.694,2.73,60.0,219.7,228.7,50.24,1.56,767.2,normal
2026-05-01T08:00:07.700,0.695,3.07,57.8,222.4,227.8,50.68,1.526,770.2,normal
2026-05-01T08:00:07.800,0.71,2.73,60.8,221.8,231.0,51.24,1.52,771.9,normal
2026-05-01T08:00:07.900,0.71,3.0,59.6,225.5,237.4,53.54,1.55,767.4,normal
2026-05-01T08:00:08.000,0.691,2.9,59.5,222.1,229.0,50.85,1.505,771.0,normal
2026-05-01T08:00:08.100,0.716,2.49,59.3,222.1,231.6,51.44,1.544,764.7,normal
2026-05-01T08:00:08.200,0.698,3.25,59.3,221.8,224.6,49.82,1.551,767.3,normal
2026-05-01T08:00:08.300,0.719,2.85,60.6,223.4,234.2,52.31,1.525,770.9,normal
2026-05-01T08:00:08.400,0.698,2.84,61.1,221.5,229.6,50.84,1.574,765.6,normal
2026-05-01T08:00:08.500,0.717,2.74,60.1,226.2,235.2,53.18,1.578,771.7,normal
2026-05-01T08:00:08.600,0.683,2.83,59.8,220.0,219.2,48.21,1.532,767.2,normal
2026-05-01T08:00:08.700,0.704,2.72,59.8,220.8,229.0,50.57,1.522,768.1,normal
2026-05-01T08:00:08.800,0.7,2.58,60.4,221.1,229.0,50.64,1.55,768.3,normal
2026-05-01T08:00:08.900,0.705,2.39,60.4,222.7,232.2,51.73,1.511,768.9,normal
2026-05-01T08:00:09.000,0.712,2.76,60.8,223.1,233.7,52.13,1.561,769.6,normal
2026-05-01T08:00:09.100,0.702,2.6,60.6,224.2,229.1,51.35,1.538,767.2,normal
2026-05-01T08:00:09.200,0.708,2.59,62.0,221.0,229.0,50.61,1.549,769.2,normal
2026-05-01T08:00:09.300,0.703,3.07,60.3,223.0,227.8,50.79,1.567,769.6,normal
2026-05-01T08:00:09.400,0.705,2.85,59.9,221.8,232.1,51.49,1.543,768.9,normal
2026-05-01T08:00:09.500,0.686,2.85,59.7,220.4,224.3,49.43,1.495,767.8,normal
2026-05-01T08:00:09.600,0.709,2.79,59.7,221.0,231.5,51.15,1.497,769.4,normal
2026-05-01T08:00:09.700,0.707,2.72,60.3,222.6,232.1,51.68,1.566,768.8,normal
2026-05-01T08:00:09.800,0.693,2.68,60.8,224.5,226.0,50.74,1.515,765.4,normal
2026-05-01T08:00:09.900,0.679,2.88,58.7,220.1,217.3,47.82,1.505,766.6,normal
2026-05-01T08:00:10.000,0.687,2.36,60.7,221.5,225.9,50.04,1.547,766.4,normal
2026-05-01T08:00:10.100,0.687,2.77,61.1,221.2,221.3,48.94,1.554,765.6,normal
2026-05-01T08:00:10.200,0.696,2.8,61.9,222.6,226.9,50.51,1.551,771.8,normal
2026-05-01T08:00:10.300,0.714,2.97,59.6,228.1,230.6,52.61,1.541,768.3,normal
2026-05-01T08:00:10.400,0.716,2.91,59.3,222.9,235.8,52.56,1.543,767.5,normal
2026-05-01T08:00:10.500,0.693,2.69,60.6,221.4,228.6,50.6,1.517,763.7,normal
2026-05-01T08:00:10.600,0.693,3.14,59.9,225.7,227.9,51.43,1.512,765.4,normal
2026-05-01T08:00:10.700,0.702,2.51,63.6,220.8,231.6,51.14,1.571,768.1,normal
2026-05-01T08:00:10.800,0.69,2.73,61.0,223.4,226.0,50.49,1.506,766.9,normal
2026-05-01T08:00:10.900,0.693,2.25,59.8,220.0,228.4,50.24,1.575,770.9,normal
2026-05-01T08:00:11.000,0.694,2.68,61.5,223.8,226.2,50.61,1.534,771.7,normal
2026-05-01T08:00:11.100,0.699,2.68,60.9,223.1,226.2,50.46,1.534,765.5,normal
2026-05-01T08:00:11.200,0.697,3.27,61.6,222.1,225.9,50.16,1.532,769.8,normal
2026-05-01T08:00:11.300,0.694,3.16,59.0,221.7,231.6,51.36,1.496,769.7,normal
2026-05-01T08:00:11.400,0.682,2.78,60.2,223.2,215.2,48.02,1.491,764.6,normal
2026-05-01T08:00:11.500,0.7,2.58,60.5,220.5,228.2,50.32,1.523,768.5,normal
2026-05-01T08:00:11.600,0.706,3.16,60.0,221.9,231.1,51.28,1.538,768.6,normal
2026-05-01T08:00:11.700,0.684,2.89,59.3,220.6,220.0,48.53,1.554,765.8,normal
2026-05-01T08:00:11.800,0.712,2.87,58.9,220.8,234.8,51.83,1.532,767.2,normal
2026-05-01T08:00:11.900,0.698,2.76,59.5,221.7,227.3,50.4,1.487,768.8,normal
2026-05-01T08:00:12.000,0.692,3.13,59.2,219.8,229.4,50.42,1.503,765.8,normal
2026-05-01T08:00:12.100,0.706,2.72,58.8,222.6,230.6,51.33,1.569,769.9,normal
2026-05-01T08:00:12.200,0.73,2.39,61.3,221.1,241.9,53.49,1.575,773.2,normal
2026-05-01T08:00:12.300,0.692,2.61,58.2,224.7,227.8,51.19,1.53,768.9,normal
2026-05-01T08:00:12.400,0.708,3.04,58.9,221.3,232.0,51.35,1.552,770.8,normal
2026-05-01T08:00:12.500,0.69,2.83,63.2,223.1,228.0,50.87,1.534,768.3,normal
2026-05-01T08:00:12.600,0.718,2.83,62.5,221.2,236.5,52.31,1.569,768.7,normal
2026-05-01T08:00:12.700,0.711,2.63,60.0,222.4,237.5,52.83,1.553,771.2,normal
2026-05-01T08:00:12.800,0.693,2.82,59.2,221.3,228.8,50.63,1.535,770.0,normal
2026-05-01T08:00:12.900,0.698,2.75,62.2,221.2,224.6,49.7,1.565,768.6,normal
2026-05-01T08:00:13.000,0.678,2.81,59.8,224.5,220.2,49.44,1.515,763.6,normal
2026-05-01T08:00:13.100,0.689,2.62,58.8,220.5,221.6,48.88,1.504,763.6,normal
2026-05-01T08:00:13.200,0.695,2.63,59.2,222.9,227.3,50.66,1.528,766.4,normal
2026-05-01T08:00:13.300,0.716,2.86,61.6,218.6,232.7,50.87,1.506,769.1,normal
2026-05-01T08:00:13.400,0.704,2.63,61.4,220.8,231.8,51.17,1.511,767.9,normal
2026-05-01T08:00:13.500,0.704,2.93,60.7,225.2,229.4,51.67,1.534,763.0,normal
2026-05-01T08:00:13.600,0.718,2.71,59.6,224.5,238.0,53.43,1.553,767.3,normal
2026-05-01T08:00:13.700,0.704,2.64,59.4,223.9,225.1,50.4,1.554,769.4,normal
2026-05-01T08:00:13.800,0.721,2.88,58.6,221.3,236.0,52.22,1.559,772.4,normal
2026-05-01T08:00:13.900,0.68,2.72,61.5,224.3,227.3,50.99,1.52,767.8,normal
2026-05-01T08:00:14.000,0.717,3.1,61.9,223.7,232.7,52.07,1.521,772.0,normal
2026-05-01T08:00:14.100,0.697,2.79,60.0,221.6,228.5,50.65,1.517,767.7,normal
2026-05-01T08:00:14.200,0.702,2.78,59.9,223.5,234.6,52.42,1.529,770.8,normal
2026-05-01T08:00:14.300,0.709,2.14,60.0,221.4,234.0,51.81,1.549,770.0,normal
2026-05-01T08:00:14.400,0.706,2.58,59.9,220.5,230.8,50.88,1.541,769.1,normal
2026-05-01T08:00:14.500,0.693,3.03,61.7,224.5,228.5,51.29,1.539,768.5,normal
2026-05-01T08:00:14.600,0.706,2.64,62.4,224.9,236.0,53.09,1.544,769.4,normal
2026-05-01T08:00:14.700,0.704,2.8,61.5,222.1,230.0,51.09,1.578,768.8,normal
2026-05-01T08:00:14.800,0.701,3.02,60.9,222.7,229.2,51.03,1.516,768.0,normal
2026-05-01T08:00:14.900,0.689,2.85,59.1,223.5,227.3,50.78,1.539,766.4,normal
2026-05-01T08:00:15.000,0.704,2.31,59.5,222.1,231.3,51.38,1.541,766.5,normal
2026-05-01T08:00:15.100,0.701,2.69,59.5,222.8,229.0,51.02,1.565,769.5,normal
2026-05-01T08:00:15.200,0.707,2.88,59.8,221.0,227.8,50.34,1.602,766.7,normal
2026-05-01T08:00:15.300,0.698,2.71,60.4,221.3,223.7,49.52,1.519,765.0,normal
2026-05-01T08:00:15.400,0.699,2.63,59.9,222.6,227.2,50.57,1.558,767.1,normal
2026-05-01T08:00:15.500,0.702,2.47,61.6,221.7,230.9,51.18,1.548,767.9,normal
2026-05-01T08:00:15.600,0.702,2.7,62.4,223.7,231.0,51.68,1.518,766.1,normal
2026-05-01T08:00:15.700,0.693,2.74,61.1,220.8,229.9,50.76,1.536,763.2,normal
2026-05-01T08:00:15.800,0.695,2.15,59.7,221.4,226.0,50.03,1.531,766.6,normal
2026-05-01T08:00:15.900,0.694,3.18,62.1,220.4,230.3,50.77,1.504,765.7,normal
2026-05-01T08:00:16.000,0.715,2.24,61.7,220.6,233.7,51.56,1.546,773.2,normal
2026-05-01T08:00:16.100,0.692,2.78,61.3,221.8,224.4,49.76,1.534,767.2,normal
2026-05-01T08:00:16.200,0.709,2.56,60.3,222.9,231.6,51.61,1.542,769.0,normal
2026-05-01T08:00:16.300,0.693,2.6,61.1,220.5,229.7,50.66,1.54,764.6,normal
2026-05-01T08:00:16.400,0.703,2.84,61.7,224.0,229.1,51.33,1.528,767.1,normal
2026-05-01T08:00:16.500,0.69,2.61,60.9,222.1,224.7,49.9,1.519,767.5,normal
2026-05-01T08:00:16.600,0.695,2.54,60.5,221.8,224.8,49.85,1.554,769.1,normal
2026-05-01T08:00:16.700,0.7,2.83,61.4,222.2,231.5,51.43,1.573,768.2,normal
2026-05-01T08:00:16.800,0.704,3.02,60.4,220.6,232.8,51.36,1.511,772.1,normal
2026-05-01T08:00:16.900,0.709,2.85,60.9,225.0,229.6,51.66,1.522,767.9,normal
2026-05-01T08:00:17.000,0.697,2.55,60.9,222.4,226.2,50.31,1.571,764.9,normal
2026-05-01T08:00:17.100,0.687,2.89,60.2,222.7,223.4,49.74,1.512,765.2,normal
2026-05-01T08:00:17.200,0.693,2.93,60.0,223.3,228.3,50.99,1.557,769.0,normal
2026-05-01T08:00:17.300,0.708,2.99,60.3,222.0,227.1,50.41,1.551,767.6,normal
2026-05-01T08:00:17.400,0.704,2.93,59.2,220.8,229.5,50.68,1.532,768.8,normal
2026-05-01T08:00:17.500,0.688,2.81,58.5,218.8,227.1,49.7,1.507,765.5,normal
2026-05-01T08:00:17.600,0.686,2.45,60.0,221.4,226.9,50.25,1.541,765.8,normal
2026-05-01T08:00:17.700,0.708,3.08,61.4,221.8,234.1,51.92,1.58,770.2,normal
2026-05-01T08:00:17.800,0.718,3.03,62.1,220.9,232.1,51.27,1.55,766.8,normal
2026-05-01T08:00:17.900,0.694,3.02,59.8,223.0,223.8,49.9,1.527,769.3,normal
2026-05-01T08:00:18.000,0.702,2.87,62.8,224.2,227.6,51.03,1.568,767.0,normal
2026-05-01T08:00:18.100,0.7,2.8,62.0,220.6,230.2,50.77,1.55,769.6,normal
2026-05-01T08:00:18.200,0.698,3.05,59.8,223.9,229.3,51.35,1.511,768.6,normal
2026-05-01T08:00:18.300,0.702,2.71,59.9,221.9,226.1,50.17,1.575,766.0,normal
2026-05-01T08:00:18.400,0.693,3.09,61.3,223.2,230.7,51.51,1.53,765.1,normal
2026-05-01T08:00:18.500,0.708,3.0,60.5,220.5,235.0,51.8,1.557,766.3,normal
2026-05-01T08:00:18.600,0.708,2.44,60.3,220.7,230.1,50.77,1.528,767.7,normal
2026-05-01T08:00:18.700,0.707,2.87,61.6,224.0,230.5,51.64,1.546,770.0,normal
2026-05-01T08:00:18.800,0.717,3.02,62.7,224.0,237.3,53.17,1.515,771.8,normal
2026-05-01T08:00:18.900,0.702,2.81,60.1,221.6,230.8,51.16,1.558,765.3,normal
2026-05-01T08:00:19.000,0.702,2.66,59.6,222.9,229.0,51.04,1.528,766.7,normal
2026-05-01T08:00:19.100,0.703,2.8,59.5,221.0,229.6,50.74,1.55,766.2,normal
2026-05-01T08:00:19.200,0.705,2.59,64.1,220.9,228.7,50.53,1.547,766.8,normal
2026-05-01T08:00:19.300,0.708,3.25,60.4,222.6,230.5,51.32,1.545,771.9,normal
2026-05-01T08:00:19.400,0.709,2.57,62.7,224.1,233.2,52.28,1.532,769.2,normal
2026-05-01T08:00:19.500,0.692,2.92,60.2,218.8,228.8,50.06,1.539,769.2,normal
2026-05-01T08:00:19.600,0.699,2.85,62.0,222.8,229.4,51.11,1.603,767.5,normal
2026-05-01T08:00:19.700,0.702,3.23,59.8,220.7,226.1,49.9,1.552,769.5,normal
2026-05-01T08:00:19.800,0.707,2.46,62.1,224.2,231.3,51.84,1.545,770.2,normal
2026-05-01T08:00:19.900,0.704,2.96,59.5,222.0,227.3,50.47,1.555,769.5,normal
2026-05-01T08:00:20.000,0.699,2.87,58.8,223.5,227.6,50.88,1.542,770.1,normal
2026-05-01T08:00:20.100,0.692,3.1,60.7,222.2,228.0,50.66,1.511,768.3,normal
2026-05-01T08:00:20.200,0.701,3.06,60.5,221.7,230.2,51.05,1.539,765.7,normal
2026-05-01T08:00:20.300,0.698,3.12,60.6,220.9,230.3,50.87,1.502,763.5,normal
2026-05-01T08:00:20.400,0.7,2.85,61.0,220.9,228.7,50.53,1.512,768.4,normal
2026-05-01T08:00:20.500,0.684,2.76,60.7,219.4,222.5,48.81,1.546,769.2,normal
2026-05-01T08:00:20.600,0.685,2.88,59.0,220.0,228.2,50.2,1.544,764.6,normal
2026-05-01T08:00:20.700,0.702,2.96,61.0,225.7,231.3,52.2,1.481,767.7,normal
2026-05-01T08:00:20.800,0.693,2.75,60.6,221.2,224.0,49.54,1.563,768.3,normal
2026-05-01T08:00:20.900,0.693,2.97,61.4,224.1,224.3,50.25,1.552,766.0,normal
2026-05-01T08:00:21.000,0.712,2.75,58.2,222.5,228.4,50.82,1.543,769.3,normal
2026-05-01T08:00:21.100,0.696,2.43,59.3,220.9,227.2,50.19,1.563,768.9,normal
2026-05-01T08:00:21.200,0.695,3.12,59.0,223.2,227.1,50.7,1.542,768.7,normal
2026-05-01T08:00:21.300,0.693,3.0,60.6,225.8,226.1,51.05,1.561,768.5,normal
2026-05-01T08:00:21.400,0.688,3.14,59.2,218.7,227.4,49.74,1.554,766.7,normal
2026-05-01T08:00:21.500,0.697,3.2,61.5,221.2,230.1,50.9,1.514,766.6,normal
2026-05-01T08:00:21.600,0.69,2.25,59.1,223.9,222.9,49.92,1.523,764.4,normal
2026-05-01T08:00:21.700,0.709,2.8,61.5,222.2,229.0,50.89,1.526,770.7,normal
2026-05-01T08:00:21.800,0.699,2.99,56.9,223.9,227.7,50.98,1.583,766.9,normal
2026-05-01T08:00:21.900,0.7,2.97,59.7,223.6,227.6,50.88,1.566,769.6,normal
2026-05-01T08:00:22.000,0.705,2.62,60.6,222.8,225.6,50.27,1.532,770.5,normal
2026-05-01T08:00:22.100,0.687,3.12,59.7,222.5,222.1,49.42,1.542,767.4,normal
2026-05-01T08:00:22.200,0.711,3.14,62.4,222.7,229.8,51.18,1.573,766.8,normal
2026-05-01T08:00:22.300,0.696,2.98,61.2,224.6,227.7,51.13,1.504,766.9,normal
2026-05-01T08:00:22.400,0.702,2.71,62.5,221.9,226.1,50.17,1.55,765.9,normal
2026-05-01T08:00:22.500,0.717,2.87,59.4,224.1,240.6,53.92,1.51,771.9,normal
2026-05-01T08:00:22.600,0.705,2.84,61.2,223.1,229.0,51.07,1.571,765.9,normal
2026-05-01T08:00:22.700,0.72,3.18,59.7,222.5,239.1,53.2,1.542,770.0,normal
2026-05-01T08:00:22.800,0.696,3.09,59.9,222.2,229.1,50.91,1.533,765.8,normal
2026-05-01T08:00:22.900,0.687,2.42,59.1,219.5,222.9,48.92,1.538,766.5,normal
2026-05-01T08:00:23.000,0.692,2.55,59.4,220.0,223.3,49.14,1.549,764.2,normal
2026-05-01T08:00:23.100,0.7,2.65,63.6,219.6,229.6,50.42,1.533,766.5,normal
2026-05-01T08:00:23.200,0.703,2.84,59.5,222.9,231.1,51.52,1.568,767.2,normal
2026-05-01T08:00:23.300,0.715,2.75,58.6,223.3,233.7,52.18,1.531,771.6,normal
2026-05-01T08:00:23.400,0.695,3.05,60.5,223.3,229.3,51.2,1.547,765.4,normal
2026-05-01T08:00:23.500,0.709,2.81,63.3,223.1,234.0,52.21,1.53,768.3,normal
2026-05-01T08:00:23.600,0.701,2.51,59.3,222.1,229.2,50.91,1.545,770.4,normal
2026-05-01T08:00:23.700,0.696,2.97,60.5,221.9,228.4,50.69,1.496,767.7,normal
2026-05-01T08:00:23.800,0.694,2.57,58.3,221.5,222.3,49.24,1.554,766.8,normal
2026-05-01T08:00:23.900,0.683,2.63,61.3,221.1,222.9,49.28,1.523,765.7,normal
2026-05-01T08:00:24.000,0.683,2.79,59.7,226.4,223.0,50.5,1.521,767.9,normal
2026-05-01T08:00:24.100,0.698,2.86,59.7,224.6,227.0,50.98,1.547,770.1,normal
2026-05-01T08:00:24.200,0.697,2.8,61.4,223.2,225.4,50.31,1.542,765.8,normal
2026-05-01T08:00:24.300,0.693,2.64,62.1,224.5,233.2,52.36,1.534,765.4,normal
2026-05-01T08:00:24.400,0.69,3.2,58.7,221.6,224.5,49.76,1.569,764.8,normal
2026-05-01T08:00:24.500,0.711,3.13,60.7,223.1,228.9,51.06,1.545,768.9,normal
2026-05-01T08:00:24.600,0.674,2.9,60.7,219.3,217.1,47.62,1.51,763.9,normal
2026-05-01T08:00:24.700,0.697,2.56,59.5,222.7,226.9,50.53,1.536,767.2,normal
2026-05-01T08:00:24.800,0.705,2.76,61.8,222.5,232.8,51.8,1.568,765.6,normal
2026-05-01T08:00:24.900,0.709,3.25,59.7,222.3,231.2,51.41,1.554,770.2,normal
2026-05-01T08:00:25.000,0.693,3.13,59.6,221.9,229.5,50.93,1.575,766.2,normal
2026-05-01T08:00:25.100,0.708,2.86,59.0,220.9,228.7,50.52,1.535,768.1,normal
2026-05-01T08:00:25.200,0.7,3.12,61.2,226.2,228.6,51.72,1.556,768.9,normal
2026-05-01T08:00:25.300,0.715,2.71,62.0,224.9,232.2,52.23,1.548,770.8,normal
2026-05-01T08:00:25.400,0.696,2.58,62.8,221.8,232.0,51.47,1.527,767.1,normal
2026-05-01T08:00:25.500,0.708,2.75,59.8,221.3,232.4,51.43,1.531,769.1,normal
2026-05-01T08:00:25.600,0.677,2.66,60.1,221.1,219.2,48.48,1.509,765.4,normal
2026-05-01T08:00:25.700,0.715,2.45,60.7,223.9,234.8,52.58,1.547,768.9,normal
2026-05-01T08:00:25.800,0.7,2.77,58.1,221.2,224.3,49.61,1.566,769.7,normal
2026-05-01T08:00:25.900,0.692,3.0,63.5,221.2,229.8,50.83,1.543,766.6,normal
2026-05-01T08:00:26.000,0.689,2.66,60.1,218.6,226.8,49.58,1.527,767.6,normal
2026-05-01T08:00:26.100,0.696,3.55,58.7,220.8,229.5,50.67,1.585,765.5,normal
2026-05-01T08:00:26.200,0.718,2.57,62.6,222.6,240.7,53.58,1.587,768.9,normal
2026-05-01T08:00:26.300,0.729,2.52,60.9,225.4,236.9,53.39,1.545,771.8,normal
2026-05-01T08:00:26.400,0.705,2.9,59.9,222.6,232.2,51.69,1.573,769.2,normal
2026-05-01T08:00:26.500,0.688,2.81,59.8,224.0,220.8,49.47,1.544,764.4,normal
2026-05-01T08:00:26.600,0.713,2.99,61.2,223.2,232.4,51.88,1.561,769.4,normal
2026-05-01T08:00:26.700,0.707,2.81,57.9,221.6,235.3,52.14,1.573,769.1,normal
2026-05-01T08:00:26.800,0.699,2.72,61.5,223.1,226.2,50.48,1.553,770.3,normal
2026-05-01T08:00:26.900,0.691,2.75,61.1,223.2,224.9,50.2,1.524,765.9,normal
2026-05-01T08:00:27.000,0.704,2.91,60.8,220.3,227.6,50.14,1.555,766.0,normal
2026-05-01T08:00:27.100,0.702,2.71,60.0,222.3,234.0,52.03,1.547,767.7,normal
2026-05-01T08:00:27.200,0.685,2.93,61.8,222.9,227.2,50.65,1.541,763.6,normal
2026-05-01T08:00:27.300,0.7,2.93,61.6,221.5,228.8,50.68,1.547,770.5,normal
2026-05-01T08:00:27.400,0.71,2.96,61.4,220.9,229.6,50.72,1.544,771.3,normal
2026-05-01T08:00:27.500,0.704,2.94,59.0,220.1,233.2,51.33,1.542,765.9,normal
2026-05-01T08:00:27.600,0.709,2.86,64.4,224.3,232.9,52.22,1.542,769.5,normal
2026-05-01T08:00:27.700,0.699,2.44,61.8,222.6,221.9,49.4,1.527,766.2,normal
